owl2dl_profile_violation,annotation_property_count,obj_property_count_incl,tboxrbox_size_incl,signature_size,owl2_rl,reasoner_jar,indiv_count,axiom_types_incl,rule_ct_incl,anno_ct,experiment_version,tbox_nominals,filepath,AL,datatypes_count_incl,experiment_date,owl2,signature_size_incl,ax_complexrhs_ct,owl2_ql,param_ontfile,param_reasoner,avg_size_complexrhs,logical_axiom_count,filename,owl2_el,class_count,logical_axiom_count_incl,peak_memory_usage,jar_name,avg_size_complexrhs_incl,dt_builtin_ct,dataproperty_count_incl,dt_notbuiltin_ct,reasoner_class,rdfs,abox_nominals_incl,filesize,owlapi_version,obj_property_count,valid_imports,constructs,dt_builtin_ct_incl,rbox_size,tbox_nominals_incl,ax_complexrhs_ct_incl,dataproperty_count,abox_size_incl,indiv_count_incl,tbox_size,owl2_dl,rbox_size_incl,rule_ct,reasoner,tboxrbox_size,axiom_type_count,tbox_size_incl,abox_nominals,experiment_runid,datatypes_count,experiment_id,axiom_types,axiom_type_count_incl,dt_notbuiltin_ct_incl,class_count_incl,constructs_incl,reasoner_timeout,abox_size,inf_hier_directory,fixed_profile_violations
,0,73,173859,28271,0,metrics.jar,0,EquivalentClasses FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration InverseObjectProperties InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCF(D),3,2017/3/31 10:03,1,28271,145095,0,/home/zeus/experiments/bpdownload/repo/owlxml/dinto.the-drug-drug-interactions-ontology.5.owl.xml,hermit,1.159461043,173859,dinto.the-drug-drug-interactions-ontology.5.owl.xml,0,28178,173859,4369382648,metrics.jar,1.159461043,3,17,0,ReasonerFactory,0,0,57098860,metrics.jar,73,,Q R C D I AL ,3,137,0,145095,17,0,0,173722,1,137,0,,173859,EquivalentClasses:11592 FunctionalObjectProperty:2 SubObjectPropertyOf:71 SubPropertyChainOf:30 SymmetricObjectProperty:2 DataPropertyRange:17 SubClassOf:161973 ObjectPropertyRange:38 ObjectPropertyDomain:39 DisjointClasses:42 DataPropertyDomain:17 Declaration:28266 InverseObjectProperties:34 InverseFunctionalObjectProperty:2 ,173722,0,2.76216E+15,3,OntologyMetricsGathering,EquivalentClasses FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration InverseObjectProperties InverseFunctionalObjectProperty ,EquivalentClasses:11592 FunctionalObjectProperty:2 SubObjectPropertyOf:71 SubPropertyChainOf:30 SymmetricObjectProperty:2 DataPropertyRange:17 SubClassOf:161973 ObjectPropertyRange:38 ObjectPropertyDomain:39 DisjointClasses:42 DataPropertyDomain:17 Declaration:28266 InverseObjectProperties:34 InverseFunctionalObjectProperty:2 ,0,28178,Q R C D I AL ,20000000,0,null,
,0,5,547,278,0,metrics.jar,0,EquivalentClasses Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCF(D),0,2017/3/31 10:03,1,278,220,1,/home/zeus/experiments/bpdownload/repo/owlxml/dloro.dependency-layered-ontology-for-radiation-oncology.1.owl.xml,hermit,1,547,dloro.dependency-layered-ontology-for-radiation-oncology.1.owl.xml,1,273,547,236912624,metrics.jar,1,0,0,0,ReasonerFactory,0,0,111512,metrics.jar,5,,E AL ,0,0,0,220,0,0,0,547,1,0,0,,547,EquivalentClasses:1 Declaration:278 SubClassOf:546 ,547,0,2.76218E+15,0,OntologyMetricsGathering,EquivalentClasses Declaration SubClassOf ,EquivalentClasses:1 Declaration:278 SubClassOf:546 ,0,273,E AL ,20000000,0,null,
,0,0,203,206,1,metrics.jar,0,DataPropertyAssertion Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH,1,2017/3/31 10:03,1,206,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/doccc.diagnosis-ontology-of-clinical-care-classification.3.owl.xml,hermit,NaN,380,doccc.diagnosis-ontology-of-clinical-care-classification.3.owl.xml,0,204,380,236839000,metrics.jar,NaN,1,1,0,ReasonerFactory,1,0,85792,metrics.jar,0,,D AL ,1,0,0,0,1,177,0,203,1,0,0,,203,DataPropertyAssertion:177 Declaration:205 SubClassOf:203 ,203,0,2.76218E+15,1,OntologyMetricsGathering,DataPropertyAssertion Declaration SubClassOf ,DataPropertyAssertion:177 Declaration:205 SubClassOf:203 ,0,204,D AL ,20000000,177,null,
,0,0,8457,8236,1,metrics.jar,0,DisjointClasses Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH,0,2017/3/31 10:03,1,8236,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/doid.human-disease-ontology.589.owl.xml,hermit,NaN,8457,doid.human-disease-ontology.589.owl.xml,1,8236,8457,323728920,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,2233267,metrics.jar,0,,C AL ,0,0,0,0,0,0,0,8457,1,0,0,,8457,DisjointClasses:24 Declaration:8236 SubClassOf:8433 ,8457,0,2.76218E+15,0,OntologyMetricsGathering,DisjointClasses Declaration SubClassOf ,DisjointClasses:24 Declaration:8236 SubClassOf:8433 ,0,8236,C AL ,20000000,0,null,
,0,19,874945,434703,0,metrics.jar,19,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf ObjectPropertyDomain DisjointClasses Declaration SubClassOf ClassAssertion InverseObjectProperties ObjectPropertyRange DifferentIndividuals ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH,1,2017/3/31 10:03,1,434703,439120,0,/home/zeus/experiments/bpdownload/repo/owlxml/dron.the-drug-ontology.6.owl.xml,hermit,1.77330798,874966,dron.the-drug-ontology.6.owl.xml,0,434663,874966,10560665888,metrics.jar,1.77330798,1,1,0,ReasonerFactory,0,0,330009748,metrics.jar,19,,S D H I O ,1,22,1,439120,1,21,19,874923,1,22,0,,874945,EquivalentClasses:78 TransitiveObjectProperty:3 SubObjectPropertyOf:17 ObjectPropertyDomain:2 DisjointClasses:11 Declaration:434701 SubClassOf:874830 ClassAssertion:19 InverseObjectProperties:2 ObjectPropertyRange:2 DifferentIndividuals:2 ,874923,0,2.76218E+15,1,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf ObjectPropertyDomain DisjointClasses Declaration SubClassOf ClassAssertion InverseObjectProperties ObjectPropertyRange DifferentIndividuals ,EquivalentClasses:78 TransitiveObjectProperty:3 SubObjectPropertyOf:17 ObjectPropertyDomain:2 DisjointClasses:11 Declaration:434701 SubClassOf:874830 ClassAssertion:19 InverseObjectProperties:2 ObjectPropertyRange:2 DifferentIndividuals:2 ,0,434663,S D H I O ,20000000,21,null,
UseOfReservedVocabularyForClassIRI:1 ,0,17,42,143,0,metrics.jar,121,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf ObjectPropertyDomain DisjointClasses SymmetricObjectProperty Declaration ClassAssertion ObjectPropertyRange SubClassOf InverseObjectProperties ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH,0,2017/3/31 10:05,1,143,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/dseo.data-science-education-ontology.1.owl.xml,hermit,NaN,284,dseo.data-science-education-ontology.1.owl.xml,0,5,284,193689296,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,76938,metrics.jar,17,,S F H I ,0,26,0,0,0,242,121,16,0,26,0,,42,TransitiveObjectProperty:3 FunctionalObjectProperty:1 SubObjectPropertyOf:15 ObjectPropertyDomain:5 DisjointClasses:3 SymmetricObjectProperty:4 Declaration:143 ClassAssertion:121 ObjectPropertyRange:6 SubClassOf:1 InverseObjectProperties:4 ObjectPropertyAssertion:121 ,16,0,2.76228E+15,0,OntologyMetricsGathering,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf ObjectPropertyDomain DisjointClasses SymmetricObjectProperty Declaration ClassAssertion ObjectPropertyRange SubClassOf InverseObjectProperties ObjectPropertyAssertion ,TransitiveObjectProperty:3 FunctionalObjectProperty:1 SubObjectPropertyOf:15 ObjectPropertyDomain:5 DisjointClasses:3 SymmetricObjectProperty:4 Declaration:143 ClassAssertion:121 ObjectPropertyRange:6 SubClassOf:1 InverseObjectProperties:4 ObjectPropertyAssertion:121 ,0,5,S F H I ,20000000,242,null,
,0,20,1300,1169,0,metrics.jar,0,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH(D),1,2017/3/31 10:05,1,1169,63,0,/home/zeus/experiments/bpdownload/repo/owlxml/ecg.electrocardiography-ontology.12.owl.xml,hermit,1,1300,ecg.electrocardiography-ontology.12.owl.xml,0,1124,1300,237436504,metrics.jar,1,1,24,0,ReasonerFactory,0,0,257425,metrics.jar,20,,C D F I AL ,1,0,0,63,24,0,0,1300,1,0,0,,1300,EquivalentClasses:18 FunctionalObjectProperty:8 ObjectPropertyDomain:8 DisjointClasses:45 DataPropertyRange:21 DataPropertyDomain:3 Declaration:1167 FunctionalDataProperty:2 SubClassOf:1191 ObjectPropertyRange:3 InverseFunctionalObjectProperty:1 ,1300,0,2.76228E+15,1,OntologyMetricsGathering,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseFunctionalObjectProperty ,EquivalentClasses:18 FunctionalObjectProperty:8 ObjectPropertyDomain:8 DisjointClasses:45 DataPropertyRange:21 DataPropertyDomain:3 Declaration:1167 FunctionalDataProperty:2 SubClassOf:1191 ObjectPropertyRange:3 InverseFunctionalObjectProperty:1 ,0,1124,C D F I AL ,20000000,0,null,
,0,2,1946,860,0,metrics.jar,0,EquivalentClasses ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCIH(D),0,2017/3/31 10:05,1,860,704,0,/home/zeus/experiments/bpdownload/repo/owlxml/eco.evidence-and-conclusion-ontology.49.owl.xml,hermit,1.498579545,1946,eco.evidence-and-conclusion-ontology.49.owl.xml,0,858,1946,366426360,metrics.jar,1.498579545,0,0,0,ReasonerFactory,0,0,574615,metrics.jar,2,,C I AL ,0,1,0,704,0,0,0,1945,1,1,0,,1946,EquivalentClasses:353 ObjectPropertyDomain:1 DisjointClasses:3 Declaration:860 SubClassOf:1587 ObjectPropertyRange:1 InverseObjectProperties:1 ,1945,0,2.76228E+15,0,OntologyMetricsGathering,EquivalentClasses ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,EquivalentClasses:353 ObjectPropertyDomain:1 DisjointClasses:3 Declaration:860 SubClassOf:1587 ObjectPropertyRange:1 InverseObjectProperties:1 ,0,858,C I AL ,20000000,0,null,
,0,17,139,76,0,metrics.jar,13,EquivalentClasses ObjectPropertyDomain SubDataPropertyOf DataPropertyDomain DataPropertyRange Declaration ClassAssertion SubClassOf ObjectPropertyRange AsymmetricObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCH(D),4,2017/3/31 10:05,1,76,30,0,/home/zeus/experiments/bpdownload/repo/owlxml/ecp.electronic-care-plan.2.owl.xml,hermit,1.066666667,152,ecp.electronic-care-plan.2.owl.xml,0,32,152,236478152,metrics.jar,1.066666667,4,10,0,ReasonerFactory,0,0,31823,metrics.jar,17,,Q R C D AL ,4,18,0,30,10,13,13,121,1,18,0,,139,EquivalentClasses:8 ObjectPropertyDomain:17 SubDataPropertyOf:2 DataPropertyDomain:12 DataPropertyRange:10 Declaration:72 ClassAssertion:13 SubClassOf:53 ObjectPropertyRange:21 AsymmetricObjectProperty:16 ,121,0,2.76228E+15,4,OntologyMetricsGathering,EquivalentClasses ObjectPropertyDomain SubDataPropertyOf DataPropertyDomain DataPropertyRange Declaration ClassAssertion SubClassOf ObjectPropertyRange AsymmetricObjectProperty ,EquivalentClasses:8 ObjectPropertyDomain:17 SubDataPropertyOf:2 DataPropertyDomain:12 DataPropertyRange:10 Declaration:72 ClassAssertion:13 SubClassOf:53 ObjectPropertyRange:21 AsymmetricObjectProperty:16 ,0,32,Q R C D AL ,20000000,13,null,
,0,76,10244,5954,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange DisjointUnion SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration Rule FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCH(D),3,2017/3/31 10:05,1,5954,3636,0,/home/zeus/experiments/bpdownload/repo/owlxml/ecso.the-ecosystem-ontology.50.owl.xml,hermit,1.25550055,10244,ecso.the-ecosystem-ontology.50.owl.xml,0,5868,10244,755560160,metrics.jar,1.25550055,3,7,0,ReasonerFactory,0,0,3016511,metrics.jar,76,,Q R S D I ,3,40,0,3636,7,0,0,10204,1,40,0,,10244,EquivalentClasses:385 TransitiveObjectProperty:8 FunctionalObjectProperty:17 ReflexiveObjectProperty:1 SubObjectPropertyOf:20 SymmetricObjectProperty:4 DataPropertyRange:5 DisjointUnion:1 SubClassOf:9567 ObjectPropertyRange:39 ObjectPropertyDomain:42 DisjointClasses:130 DataPropertyDomain:7 Declaration:5949 Rule:2 FunctionalDataProperty:7 InverseObjectProperties:7 InverseFunctionalObjectProperty:4 ,10204,0,2.76228E+15,3,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange DisjointUnion SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration Rule FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ,EquivalentClasses:385 TransitiveObjectProperty:8 FunctionalObjectProperty:17 ReflexiveObjectProperty:1 SubObjectPropertyOf:20 SymmetricObjectProperty:4 DataPropertyRange:5 DisjointUnion:1 SubClassOf:9567 ObjectPropertyRange:39 ObjectPropertyDomain:42 DisjointClasses:130 DataPropertyDomain:7 Declaration:5949 Rule:2 FunctionalDataProperty:7 InverseObjectProperties:7 InverseFunctionalObjectProperty:4 ,0,5868,Q R S D I ,20000000,0,null,
,0,12,159,142,0,metrics.jar,0,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCH(D),0,2017/3/31 10:05,1,142,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/edam-bioimaging.bioimaging-ontology.1.owl.xml,hermit,NaN,159,edam-bioimaging.bioimaging-ontology.1.owl.xml,0,130,159,236217496,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,30248,metrics.jar,12,,C I AL ,0,6,0,0,0,0,0,153,1,6,0,,159,ObjectPropertyDomain:10 DisjointClasses:6 Declaration:142 SubClassOf:127 ObjectPropertyRange:10 InverseObjectProperties:6 ,153,0,2.76228E+15,0,OntologyMetricsGathering,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,ObjectPropertyDomain:10 DisjointClasses:6 Declaration:142 SubClassOf:127 ObjectPropertyRange:10 InverseObjectProperties:6 ,0,130,C I AL ,20000000,0,null,
UseOfReservedVocabularyForClassIRI:1047 ,0,12,4698,3292,0,metrics.jar,0,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCH(D),0,2017/3/31 10:05,1,3292,580,0,/home/zeus/experiments/bpdownload/repo/owlxml/edam.edam-bioinformatics-operations-types-of-data-data-formats-identifiers-and-topics.33.owl.xml,hermit,1,4698,edam.edam-bioinformatics-operations-types-of-data-data-formats-identifiers-and-topics.33.owl.xml,0,3280,4698,367028712,metrics.jar,1,0,0,0,ReasonerFactory,0,0,828419,metrics.jar,12,,C I AL ,0,6,0,580,0,0,0,4692,0,6,0,,4698,ObjectPropertyDomain:11 DisjointClasses:11 Declaration:3292 SubClassOf:4659 ObjectPropertyRange:11 InverseObjectProperties:6 ,4692,0,2.76229E+15,0,OntologyMetricsGathering,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,ObjectPropertyDomain:11 DisjointClasses:11 Declaration:3292 SubClassOf:4659 ObjectPropertyRange:11 InverseObjectProperties:6 ,0,3280,C I AL ,20000000,0,null,
,0,4,714,506,0,metrics.jar,0,DisjointClasses SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHF,0,2017/3/31 10:05,1,506,2,1,/home/zeus/experiments/bpdownload/repo/owlxml/edda.edda-study-designs-taxonomy.11.owl.xml,hermit,1,714,edda.edda-study-designs-taxonomy.11.owl.xml,0,502,714,236823896,metrics.jar,1,0,0,0,ReasonerFactory,0,0,136137,metrics.jar,4,,C I AL ,0,8,0,2,0,0,0,706,1,8,0,,714,DisjointClasses:114 SymmetricObjectProperty:4 Declaration:506 SubClassOf:592 InverseObjectProperties:4 ,706,0,2.76229E+15,0,OntologyMetricsGathering,DisjointClasses SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,DisjointClasses:114 SymmetricObjectProperty:4 Declaration:506 SubClassOf:592 InverseObjectProperties:4 ,0,502,C I AL ,20000000,0,null,
,0,4,104,97,1,metrics.jar,0,SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIF,0,2017/3/31 10:05,1,97,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/edda_pt.edda-publication-types-taxonomy.1.owl.xml,hermit,NaN,104,edda_pt.edda-publication-types-taxonomy.1.owl.xml,0,93,104,235875272,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,21477,metrics.jar,4,,I AL ,0,8,0,0,0,0,0,96,1,8,0,,104,SymmetricObjectProperty:4 Declaration:97 SubClassOf:96 InverseObjectProperties:4 ,96,0,2.76229E+15,0,OntologyMetricsGathering,SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,SymmetricObjectProperty:4 Declaration:97 SubClassOf:96 InverseObjectProperties:4 ,0,93,I AL ,20000000,0,null,
,0,39,27305,19838,1,metrics.jar,0,TransitiveObjectProperty EquivalentClasses FunctionalObjectProperty SubObjectPropertyOf SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIF(D),0,2017/3/31 10:05,1,19838,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/efo.experimental-factor-ontology.161.owl.xml,hermit,NaN,27305,efo.experimental-factor-ontology.161.owl.xml,0,19799,27305,583180248,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,6416923,metrics.jar,39,,F H I AL TRAN ,0,63,0,0,0,0,0,27242,1,63,0,,27305,TransitiveObjectProperty:11 EquivalentClasses:5 FunctionalObjectProperty:1 SubObjectPropertyOf:36 SymmetricObjectProperty:1 Declaration:19837 SubClassOf:27235 InverseObjectProperties:15 InverseFunctionalObjectProperty:1 ,27242,0,2.76229E+15,0,OntologyMetricsGathering,TransitiveObjectProperty EquivalentClasses FunctionalObjectProperty SubObjectPropertyOf SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties InverseFunctionalObjectProperty ,TransitiveObjectProperty:11 EquivalentClasses:5 FunctionalObjectProperty:1 SubObjectPropertyOf:36 SymmetricObjectProperty:1 Declaration:19837 SubClassOf:27235 InverseObjectProperties:15 InverseFunctionalObjectProperty:1 ,0,19799,F H I AL TRAN ,20000000,0,null,
,0,103,5900,3243,0,metrics.jar,175,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties DifferentIndividuals IrrefexiveObjectProperty ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIF(D),6,2017/3/31 10:05,1,3243,2502,0,/home/zeus/experiments/bpdownload/repo/owlxml/ego.epigenome-ontology.1.owl.xml,hermit,2.035571543,6154,ego.epigenome-ontology.1.owl.xml,0,2952,6154,626641408,metrics.jar,2.035571543,6,7,0,ReasonerFactory,0,0,2195470,metrics.jar,103,,Q R S D I O ,6,89,1,2502,7,254,175,5811,1,89,0,,5900,EquivalentClasses:737 TransitiveObjectProperty:6 FunctionalObjectProperty:3 SubObjectPropertyOf:57 SubPropertyChainOf:2 SymmetricObjectProperty:1 DataPropertyRange:5 SubClassOf:4950 ClassAssertion:223 ObjectPropertyRange:37 DataPropertyAssertion:2 ObjectPropertyDomain:38 DisjointClasses:31 DataPropertyDomain:6 Declaration:3234 FunctionalDataProperty:4 InverseObjectProperties:22 DifferentIndividuals:2 IrrefexiveObjectProperty:1 ObjectPropertyAssertion:27 ,5811,0,2.76229E+15,6,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties DifferentIndividuals IrrefexiveObjectProperty ObjectPropertyAssertion ,EquivalentClasses:737 TransitiveObjectProperty:6 FunctionalObjectProperty:3 SubObjectPropertyOf:57 SubPropertyChainOf:2 SymmetricObjectProperty:1 DataPropertyRange:5 SubClassOf:4950 ClassAssertion:223 ObjectPropertyRange:37 DataPropertyAssertion:2 ObjectPropertyDomain:38 DisjointClasses:31 DataPropertyDomain:6 Declaration:3234 FunctionalDataProperty:4 InverseObjectProperties:22 DifferentIndividuals:2 IrrefexiveObjectProperty:1 ObjectPropertyAssertion:27 ,0,2952,Q R S D I O ,20000000,254,null,
,0,1,8339,8341,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIF(D),0,2017/3/31 10:05,1,8341,8316,1,/home/zeus/experiments/bpdownload/repo/owlxml/ehda.human-developmental-anatomy-ontology-timed-version.6.owl.xml,hermit,1,8339,ehda.human-developmental-anatomy-ontology-timed-version.6.owl.xml,1,8340,8339,969299776,metrics.jar,1,0,0,0,ReasonerFactory,0,0,3133638,metrics.jar,1,,E AL ,0,0,0,8316,0,0,0,8339,1,0,0,,8339,Declaration:8341 SubClassOf:8339 ,8339,0,2.7623E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:8341 SubClassOf:8339 ,0,8340,E AL ,20000000,0,null,
,0,1,2335,2315,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIQ,0,2017/3/31 10:05,1,2315,2335,1,/home/zeus/experiments/bpdownload/repo/owlxml/ehdaa.human-developmental-anatomy-ontology-abstract-version-1.6.owl.xml,hermit,1,2335,ehdaa.human-developmental-anatomy-ontology-abstract-version-1.6.owl.xml,1,2314,2335,495482872,metrics.jar,1,0,0,0,ReasonerFactory,0,0,885050,metrics.jar,1,,E AL ,0,0,0,2335,0,0,0,2335,1,0,0,,2335,Declaration:2315 SubClassOf:2335 ,2335,0,2.7623E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:2315 SubClassOf:2335 ,0,2314,E AL ,20000000,0,null,
,0,9,13369,2738,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALCHIQ,0,2017/3/31 10:05,1,2738,10283,0,/home/zeus/experiments/bpdownload/repo/owlxml/ehdaa2.human-developmental-anatomy-ontology-abstract-version-2.32.owl.xml,hermit,1,13369,ehdaa2.human-developmental-anatomy-ontology-abstract-version-2.32.owl.xml,1,2729,13369,1527966112,metrics.jar,1,0,0,0,ReasonerFactory,0,0,4077764,metrics.jar,9,,E AL TRAN ,0,3,0,10283,0,0,0,13366,1,3,0,,13369,TransitiveObjectProperty:3 Declaration:2738 SubClassOf:13366 ,13366,0,2.7623E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:3 Declaration:2738 SubClassOf:13366 ,0,2729,E AL TRAN ,20000000,0,null,
